"","orden","id","dominant_topic","topic_perc_contrib","keywords","text","topic","organizacion","reg_id","cod_com_ine","rango_edades_id","cantidad_participantes","inst"
"3215",643,3214,4,0.259400010108948,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['bono', 'locomocion', 'estudiante', 'mas', 'vulnerable', 'entregue', 'estudiante']","Tópic_4","opd",10,10102,4,3,"OPD"
"3216",645,3215,1,0.186299994587898,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['presidente', 'solución', 'pueblo', 'solo', 'empresario']","Tópic_1","asociación cristiana de jóvenes",5,5101,4,9,"No detectado"
"3217",655,3216,0,0.211899995803833,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['cuidar', 'medio_ambiente']","Tópic_0","fae pro concepcion 3 adra chile",8,8101,3,9,"No detectado"
"3218",656,3217,8,0.218400001525879,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['igualdad', 'discriminacion']","Tópic_8","fae pro concepcion 3 adra chile",8,8101,4,2,"No detectado"
"3219",677,3218,3,0.187199994921684,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['educacion', 'ensenar', 'forma', 'lugar', 'pasar', 'ensenar', 'historia', 'querer', 'estudiar', 'arte', 'universidad', 'historia', 'servir']","Tópic_3","opd 24 horas copiapó",3,3101,5,9,"OPD"
"3220",680,3219,0,0.40709999203682,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['expuesto', 'permitiria', 'disminuir', 'delincuencia', 'numero', 'persona', 'privado', 'libertad']","Tópic_0","cip crc san bernardo",13,13401,4,33,"No detectado"
"3221",686,3220,1,0.512099981307983,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['pasaje', 'mas', 'amplio', 'barrio']","Tópic_1","centro semicerrado femenino santiago",13,13120,4,3,"Programas NNA"
"3222",696,3221,0,0.152600005269051,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['gustaria', 'exista', 'conciencia', 'cuidar', 'planeta', 'persona']","Tópic_0","residencia familiar adolescentes de viña del mar de administración directa",5,5109,3,6,"Programas NNA"
"3223",719,3222,5,0.200200006365776,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['pobreza']","Tópic_5","opd cerro navia",13,13103,5,63,"OPD"
"3224",721,3223,5,0.343300014734268,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['carabinero', 'dejar', 'marchar', 'tranquil']","Tópic_5","corporación opcion",13,13103,4,7,"No detectado"
"3225",722,3224,5,0.268500000238419,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['abuelo', 'vivar', 'feliz']","Tópic_5","opd comuna de diego de almagro",3,3202,2,11,"OPD"
"3226",761,3225,8,0.196600005030632,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['prevenir', 'sancionar', 'trabajo', 'infantil']","Tópic_8","subse ninez bio bio cncpt",8,8311,3,27,"Centro de cuidado de Padres Temporeros"
"3227",787,3226,7,0.33160001039505,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['dinero', 'pobre']","Tópic_7","subsecretaria ninez bio  bio ninos y ninas chiguayante",8,8103,2,6,"Secretaría de la Niñéz"
"3228",799,3227,2,0.341500014066696,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['bajar', 'sueldo', 'diputado', 'senador']","Tópic_2","opd los angeles",8,8301,4,11,"OPD"
"3229",803,3228,0,0.340499997138977,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['derecho', 'humano']","Tópic_0","subse ninez bio bio cncpt",8,8313,3,24,"Centro de cuidado de Padres Temporeros"
"3230",817,3229,8,0.307500004768372,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['igualdad', 'derecho', 'hombres_mujer']","Tópic_8","grupos de adolescentes de liceo de hualañe",7,7302,4,6,"Liceos"
"3231",823,3230,7,0.215499997138977,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['ademas', 'mencionar']","Tópic_7","opd",13,13203,4,10,"OPD"
"3232",838,3231,6,0.197699993848801,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['chile', 'violenci']","Tópic_6","consejor asesor regional de nna sename",9,9101,5,3,"Sename"
"3233",853,3232,1,0.296200007200241,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['agua_planeta']","Tópic_1","municipalidad de concón",5,5103,2,10,"Municipalidades"
"3234",854,3233,1,0.296200007200241,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['agua_planeta']","Tópic_1","municipalidad de concón",5,5103,2,10,"Municipalidades"
"3235",855,3234,1,0.296200007200241,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['agua_planeta']","Tópic_1","municipalidad de concón",5,5103,2,10,"Municipalidades"
"3236",856,3235,1,0.296200007200241,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['agua_planeta']","Tópic_1","municipalidad de concón",5,5103,2,10,"Municipalidades"
"3237",857,3236,1,0.45660001039505,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['salud', 'gratuita_forma', 'curaria']","Tópic_1","municipalidad de concón",5,5103,3,10,"Municipalidades"
"3238",858,3237,1,0.45660001039505,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['salud', 'gratuita_forma', 'curaria']","Tópic_1","municipalidad de concón",5,5103,3,10,"Municipalidades"
"3239",859,3238,1,0.45660001039505,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['salud', 'gratuita_forma', 'curaria']","Tópic_1","municipalidad de concón",5,5103,3,10,"Municipalidades"
"3240",860,3239,1,0.45660001039505,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['salud', 'gratuita_forma', 'curaria']","Tópic_1","municipalidad de concón",5,5103,3,10,"Municipalidades"
"3241",863,3240,0,0.341699987649918,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['igual_manera', 'mencionar', 'significado', 'violador', 'camino', 'renombrado', 'cancion', 'dar', 'conocer', 'relevancia', 'acoso', 'sexual', 'callejero', 'piropo', 'ordinario', 'sutil', 'tipo', 'violencia', 'dado', 'respuesta', 'garantia', 'existir', 'dato', 'contable', 'situación', 'originado', 'contexto', 'calle', 'violación', 'tipo', 'abuso_sexual']","Tópic_0","oficina de protección de derechos de la infancia y adolescencia",2,2104,3,62,"OPD"
"3242",2,3241,4,0.292899996042252,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['bajar', 'consumo', 'basico']","Tópic_4","liceo   industrial",12,12101,4,200,"Liceos"
"3243",4,3242,1,0.174500003457069,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","[]","Tópic_1","oficina local de la niñez santiago",13,13101,5,20,"Oficina Local de la Niñez"
"3244",8,3243,6,0.22689999639988,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['hogar']","Tópic_6","escuela villa mercedes 6to basico",8,8309,3,10,"Escuelas"
"3245",9,3244,6,0.22689999639988,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['hogar']","Tópic_6","escuela villa mercedes 6to basico",8,8309,3,8,"Escuelas"
"3246",29,3245,7,0.304899990558624,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['transporte', 'gratuito', 'adultos_mayor']","Tópic_7","red de infancia y adolescencia",5,5101,3,7,"No detectado"
"3247",62,3246,1,0.258199989795685,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['eliminar', 'afp']","Tópic_1","oficina proteccion de derechos romeral",7,7306,5,20,"OPD"
"3248",77,3247,8,0.196600005030632,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['prevenir', 'sancionar', 'trabajo', 'infantil']","Tópic_8","coord niñez octava y chcc comunal",8,8206,3,6,"No detectado"
"3249",79,3248,3,0.223600000143051,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['buen_trato']","Tópic_3","oficina de protección de derechos de la niñez y la adolescencia de santiago",13,13101,5,18,"OPD"
"3250",121,3249,1,0.218299999833107,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['fiscalizacion', 'poder', 'politico', 'disminuir', 'riesgo', 'corrupcion', 'exigir', 'mayor']","Tópic_1","consejo consultivo nnj san felipe  opd san felipe",5,5701,4,40,"OPD"
"3251",132,3250,7,0.19709999859333,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['garantizar', 'apoyo', 'persona', 'cesant']","Tópic_7","psa llanquihue y palena fundación ciudad del niño",10,10101,4,5,"Programas NNA"
"3252",152,3251,3,0.359600007534027,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['mantener', 'marcha', 'forma', 'protestar']","Tópic_3","mision evangelica san pablo de chile pla biobio",8,8301,4,6,"No detectado"
"3253",153,3252,1,0.296299993991852,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['politico']","Tópic_1","corporación misión evangélica san pablo de chile programa de medidas cautelares we newen",8,8301,4,6,"Programas NNA"
"3254",156,3253,6,0.197699993848801,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['pais', 'justicia']","Tópic_6","red de protección social santa maría y opd santa maría",5,5706,3,44,"OPD"
"3255",164,3254,8,0.218400001525879,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['igualdad', 'discriminacion']","Tópic_8","programas psa elqui",4,4101,4,5,"Programas NNA"
"3256",174,3255,8,0.331699997186661,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['oportunidad', 'artista']","Tópic_8","adolescentes de mulchén",8,8305,4,12,"No detectado"
"3257",190,3256,7,0.215499997138977,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['eliminar', 'contaminacion']","Tópic_7","red de protección social santa maría y opd santa maría",5,5706,3,44,"OPD"
"3258",206,3257,8,0.176899999380112,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['necesitar', 'crear', 'centro', 'educar', 'castigar']","Tópic_8","oficina de niñez municipalidad de quilicura",13,13125,5,39,"Municipalidades"
"3259",214,3258,8,0.19650000333786,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['prevenir', 'sancionar', 'trabajo', 'infantil']","Tópic_8","coord niñez octava y chcc comunal",8,8206,3,6,"No detectado"
"3260",226,3259,8,0.218400001525879,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['parque', 'limpio']","Tópic_8","opd coquimbo",4,4102,3,10,"OPD"
"3261",229,3260,4,0.2432000041008,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['dejar', 'privatizar', 'agua']","Tópic_4","opd rucamalen",8,8205,4,6,"OPD"
"3262",289,3261,4,0.356900006532669,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['empresa', 'privado', 'agua', 'lu']","Tópic_4","residencia femenina imillitay qal",1,1101,5,9,"No detectado"
"3263",292,3262,0,0.340499997138977,"persona, derecho, hacer, animal, querer, medio_ambiente, limpio, dar, casa, mujer","['agresión', 'mujer']","Tópic_0","ppf ciudad del niño coronel sur",8,8102,3,9,"Programas NNA"
"3264",323,3263,4,0.231700003147125,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['pensiones_digna']","Tópic_4","asociación cristiana de jóvenes",5,5101,4,9,"No detectado"
"3265",325,3264,1,0.179100006818771,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['trabajo', 'orientado', 'beneficiar', 'mas', 'trabajador', 'empresa']","Tópic_1","asociacion cristiana de jovenes",5,5501,4,6,"No detectado"
"3266",349,3265,9,0.267899990081787,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['apoyar', 'amigo', 'sentir', 'pensar', 'atento', 'proceso', 'vida']","Tópic_9","pie 24 horas sur talita cumi",8,8301,4,10,"No detectado"
"3267",350,3266,8,0.207300007343292,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['deficiencia', 'existir', 'calidad', 'atencion']","Tópic_8","opd rengo consejos de infancia",6,6115,4,10,"OPD"
"3268",409,3267,1,0.228799998760223,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['mejorar', 'salud', 'sename']","Tópic_1","corporacion de apoyo a la niñez y juventud en riesgo social llequen",16,16101,4,9,"No detectado"
"3269",438,3268,2,0.19760000705719,"sueldo, nino, calle, sename, justicia, privado, equidad, estudiar, diputado, botar_basura","['botar_basura']","Tópic_2","cncpt placilla",6,6308,5,28,"Centro de cuidado de Padres Temporeros"
"3270",477,3269,4,0.404399991035461,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['pague', 'deuda', 'profesore']","Tópic_4","secretaria niñez y junaeb",8,8102,3,13,"Secretaría de la Niñéz"
"3271",542,3270,6,0.197699993848801,"tener, pais, familia, tiempo, chile, hogar, autoridad, comunidad, participar, beneficio","['importancia', 'joven']","Tópic_6","crc cip limache servicio nacional de menores",5,5802,4,33,"Sename"
"3272",575,3271,3,0.257299989461899,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['tenencia', 'responsable', 'mascota', 'cuidar']","Tópic_3","niñez biobio y cncpt tubul arauco",8,8202,3,9,"Centro de cuidado de Padres Temporeros"
"3273",579,3272,5,0.437700003385544,"trabajo, ley, carabinero, vivir, tambien, ayudar, situacion, playa, salir, mejores_pensión","['regular', 'produccion', 'venta', 'carne']","Tópic_5","opd los muermos",10,10106,4,12,"OPD"
"3274",608,3273,9,0.223800003528595,"joven, solo, gratis, generar, abuso, clase, vida, conciencia, contaminacion, contar","['fuerzas_armada', 'carabineron', 'protejan', 'poblacion', 'represione']","Tópic_9","niñez biobio chcc y cncpt mulchen",8,8305,3,15,"Centro de cuidado de Padres Temporeros"
"3275",611,3274,3,0.307500004768372,"cuidar, violencia, forma, atencion, profesional, aumentar, hospital, medicamento, basura, paz","['nn', 'gustaria', 'vivir', 'mundo', 'fantasia']","Tópic_3","ilustre municipalidad",14,14105,2,11,"Municipalidades"
"3276",614,3275,7,0.478199988603592,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['regar', 'planta', 'ser', 'vivo']","Tópic_7","subsecretaria ninez bio  bio junaeb",8,8102,2,13,"Secretaría de la Niñéz"
"3277",624,3276,1,0.228799998760223,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['contamine', 'mas', 'mar']","Tópic_1","opd 24 horas puerto montt",10,10101,5,56,"OPD"
"3278",634,3277,4,0.238499999046326,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['gustaria', 'gente', 'contaminar', 'mas', 'laguna']","Tópic_4","opd valle del sol oln quillón",16,16107,3,18,"OPD"
"3279",643,3278,8,0.173800006508827,"mayor, existir, igualdad, espacio, publico, social, plaza, ninos_nina, oportunidad, proteccion","['establecimiento', 'disponer', 'locomocion', 'estudiante']","Tópic_8","opd",10,10102,4,3,"OPD"
"3280",645,3279,4,0.231700003147125,"mejorar, agua, gustaria, digno, lugar, empresa, adultos_mayor, reciclaje, jugar, vivienda","['pensiones_digna']","Tópic_4","asociación cristiana de jóvenes",5,5101,4,9,"No detectado"
"3281",655,3280,7,0.215499997138977,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['quemar', 'arbol']","Tópic_7","fae pro concepcion 3 adra chile",8,8101,3,9,"No detectado"
"3282",656,3281,7,0.304899990558624,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['discriminar', 'persona', 'homosexual']","Tópic_7","fae pro concepcion 3 adra chile",8,8101,4,2,"No detectado"
"3283",677,3282,7,0.327199995517731,"educacion, mejor, gente, calidad, gratuito, eliminar, discriminacion, necesidad, pueblo, profesor","['mejorar', 'educacion', 'sexual', 'solo', 'ensenar', 'poner', 'condón', 'masculino', 'ensenar', 'identidad', 'genero', 'respetar', 'diversidad', 'sexual', 'solo', 'hablar', 'enfermedad', 'trasmision', 'sexual']","Tópic_7","opd 24 horas copiapó",3,3101,5,9,"OPD"
"3284",686,3283,1,0.371899992227554,"mas, salud, presidente, cambiar, menos, afp, disminuir, sistema, politico, recurso","['eliminen', 'afp', 'mejorar', 'pensión', 'vejez']","Tópic_1","centro semicerrado femenino santiago",13,13120,4,3,"Programas NNA"
